"Date","Open","High","Low","Close","Volume","OpenInt"
06/03/2002,50900.0,50900.0,50900.0,50900.0,0,0
06/04/2002,51350.0,51350.0,51350.0,51350.0,1,1
06/05/2002,49550.0,49550.0,49550.0,49550.0,0,1
06/06/2002,50050.0,50050.0,50050.0,50050.0,0,1
06/07/2002,49900.0,49900.0,49900.0,49900.0,0,1
06/10/2002,49220.0,49220.0,49220.0,49220.0,0,1
06/11/2002,48920.0,48920.0,48920.0,48920.0,0,1
06/12/2002,48600.0,49250.0,48600.0,49250.0,3,3
06/13/2002,48420.0,48420.0,48420.0,48420.0,0,3
06/14/2002,48600.0,48600.0,48600.0,48600.0,0,3
06/17/2002,48330.0,48330.0,48330.0,48330.0,0,3
06/18/2002,48550.0,48550.0,48550.0,48550.0,0,3
06/19/2002,48520.0,48520.0,48520.0,48520.0,0,3
06/20/2002,48800.0,48800.0,48800.0,48800.0,0,3
06/21/2002,48650.0,48650.0,48650.0,48650.0,0,3
06/24/2002,48770.0,48770.0,48770.0,48770.0,0,3
06/25/2002,48420.0,48420.0,48420.0,48420.0,0,3
06/26/2002,48620.0,48620.0,48620.0,48620.0,0,3
06/27/2002,48820.0,48820.0,48820.0,48820.0,0,3
06/28/2002,48390.0,48390.0,48390.0,48390.0,0,3
07/01/2002,48720.0,48720.0,48720.0,48720.0,0,5
07/02/2002,49340.0,49340.0,49340.0,49340.0,3,3
07/03/2002,49390.0,49390.0,49390.0,49390.0,0,3
07/08/2002,49400.0,49640.0,49400.0,49640.0,1,1
07/09/2002,50420.0,50420.0,50420.0,50420.0,0,1
07/10/2002,50340.0,50340.0,50340.0,50340.0,0,1
07/11/2002,50760.0,50760.0,50760.0,50760.0,0,1
07/12/2002,50500.0,50500.0,50500.0,50500.0,0,1
07/15/2002,51400.0,51400.0,51030.0,51030.0,1,2
07/16/2002,50180.0,50180.0,50180.0,50180.0,5,7
07/17/2002,49900.0,49900.0,49900.0,49900.0,0,7
07/18/2002,49200.0,49900.0,49200.0,49900.0,1,6
07/19/2002,50630.0,50630.0,50630.0,50630.0,0,6
07/22/2002,50300.0,50300.0,50300.0,50300.0,0,6
07/23/2002,50400.0,50400.0,48680.0,48680.0,4,7
07/24/2002,48100.0,48450.0,48100.0,48450.0,2,6
07/25/2002,48400.0,48520.0,48400.0,48520.0,7,0
07/26/2002,46620.0,46620.0,46620.0,46620.0,0,0
07/29/2002,46370.0,46370.0,46370.0,46370.0,0,0
07/30/2002,46350.0,46550.0,46350.0,46550.0,2,1
07/31/2002,45950.0,45950.0,45950.0,45950.0,0,0
08/01/2002,45800.0,45800.0,45800.0,45800.0,0,0
08/02/2002,45900.0,45900.0,45900.0,45900.0,0,0
08/05/2002,46300.0,46300.0,46300.0,46300.0,0,0
08/06/2002,46100.0,46100.0,46100.0,46100.0,0,0
08/07/2002,46720.0,46720.0,46720.0,46720.0,0,0
08/08/2002,46350.0,46350.0,46350.0,46350.0,0,0
08/09/2002,46670.0,46670.0,46670.0,46670.0,0,0
08/12/2002,45900.0,45900.0,45900.0,45900.0,0,0
08/13/2002,45770.0,45770.0,45770.0,45770.0,0,0
08/14/2002,44550.0,44550.0,44550.0,44550.0,0,0
08/15/2002,44800.0,44800.0,44800.0,44800.0,0,0
08/16/2002,44900.0,44900.0,44900.0,44900.0,0,0
08/19/2002,44020.0,44020.0,44020.0,44020.0,0,0
08/20/2002,44340.0,44340.0,44340.0,44340.0,0,0
08/21/2002,44170.0,44170.0,44170.0,44170.0,0,0
08/22/2002,44620.0,44620.0,44620.0,44620.0,0,0
08/23/2002,44200.0,44200.0,44200.0,44200.0,0,0
08/26/2002,44350.0,44350.0,44350.0,44350.0,0,0
08/27/2002,45000.0,45000.0,45000.0,45000.0,0,0
08/28/2002,44950.0,44950.0,44950.0,44950.0,0,0
