"Date","Open","High","Low","Close","Volume","OpenInt"
09/04/2001,41730.0,41730.0,41730.0,41730.0,0,0
09/05/2001,41800.0,41800.0,41800.0,41800.0,0,0
09/06/2001,41750.0,41750.0,41750.0,41750.0,0,0
09/07/2001,41710.0,41710.0,41710.0,41710.0,0,0
09/10/2001,41810.0,41810.0,41810.0,41810.0,0,0
09/11/2001,41810.0,41810.0,41810.0,41810.0,0,0
09/14/2001,43180.0,43180.0,43180.0,43180.0,0,0
09/17/2001,44010.0,44010.0,44010.0,44010.0,0,0
09/18/2001,44610.0,44610.0,44610.0,44610.0,0,0
09/19/2001,47330.0,47330.0,47330.0,47330.0,0,0
09/20/2001,45230.0,45230.0,45230.0,45230.0,0,0
09/21/2001,46050.0,46050.0,46050.0,46050.0,0,0
09/24/2001,45830.0,45830.0,45830.0,45830.0,0,0
09/25/2001,45350.0,45350.0,45350.0,45350.0,0,0
09/26/2001,46030.0,46030.0,46030.0,46030.0,0,0
09/27/2001,45960.0,45960.0,45960.0,45960.0,0,0
09/28/2001,46630.0,46630.0,46630.0,46630.0,0,0
10/01/2001,46550.0,46550.0,46550.0,46550.0,0,0
10/02/2001,46380.0,46380.0,46380.0,46380.0,0,0
10/03/2001,46230.0,46230.0,46230.0,46230.0,0,0
10/04/2001,46530.0,46530.0,46530.0,46530.0,0,0
10/05/2001,46730.0,46730.0,46730.0,46730.0,0,0
10/08/2001,46580.0,46580.0,46580.0,46580.0,0,0
10/09/2001,45380.0,45380.0,45380.0,45380.0,0,0
10/10/2001,44260.0,44260.0,44260.0,44260.0,0,0
10/11/2001,44110.0,44110.0,44110.0,44110.0,0,0
10/12/2001,44560.0,44560.0,44560.0,44560.0,0,0
10/15/2001,43790.0,43790.0,43790.0,43790.0,0,0
10/16/2001,43310.0,43310.0,43310.0,43310.0,0,0
10/17/2001,43560.0,43560.0,43560.0,43560.0,0,0
10/18/2001,42490.0,42490.0,42490.0,42490.0,0,0
10/19/2001,42590.0,42590.0,42590.0,42590.0,0,0
10/22/2001,42210.0,42210.0,42210.0,42210.0,0,0
10/23/2001,42290.0,42290.0,42290.0,42290.0,0,0
10/24/2001,42010.0,42010.0,42010.0,42010.0,0,0
10/25/2001,42080.0,42080.0,42080.0,42080.0,0,0
10/26/2001,42030.0,42030.0,42030.0,42030.0,0,0
10/29/2001,42310.0,42310.0,42310.0,42310.0,0,0
10/30/2001,42520.0,42520.0,42520.0,42520.0,0,0
10/31/2001,42200.0,42200.0,42140.0,42140.0,4,2
11/01/2001,41960.0,41960.0,41960.0,41960.0,0,2
11/02/2001,41400.0,41400.0,40990.0,40990.0,20,17
11/05/2001,40870.0,40870.0,40870.0,40870.0,0,15
11/06/2001,40900.0,41080.0,40900.0,41080.0,4,2
11/07/2001,41180.0,41180.0,41180.0,41180.0,0,1
11/08/2001,40800.0,40800.0,40680.0,40680.0,30,15
11/09/2001,40700.0,40700.0,40700.0,40700.0,0,15
11/12/2001,41080.0,41080.0,41080.0,41080.0,0,0
11/13/2001,41350.0,41350.0,41350.0,41350.0,107,107
11/14/2001,41380.0,41380.0,41380.0,41380.0,0,79
11/15/2001,41060.0,41060.0,41060.0,41060.0,100,100
11/16/2001,40930.0,40930.0,40930.0,40930.0,0,0
11/19/2001,40560.0,40560.0,40560.0,40560.0,0,0
11/20/2001,40480.0,40480.0,40480.0,40480.0,175,155
11/21/2001,40330.0,40330.0,40330.0,40330.0,10,10
11/26/2001,40260.0,40260.0,40260.0,40260.0,0,10
11/27/2001,40380.0,40380.0,40380.0,40380.0,0,0
11/28/2001,41130.0,41130.0,41130.0,41130.0,0,0
