"Date","Open","High","Low","Close","Volume","OpenInt"
07/31/2001,42430.0,42430.0,42430.0,42430.0,0,0
08/01/2001,42490.0,42490.0,42490.0,42490.0,0,0
08/02/2001,42500.0,42500.0,42500.0,42500.0,0,0
08/03/2001,42430.0,42430.0,42430.0,42430.0,0,0
08/06/2001,42070.0,42070.0,42070.0,42070.0,0,0
08/07/2001,41870.0,41870.0,41870.0,41870.0,0,0
08/08/2001,41670.0,41670.0,41670.0,41670.0,0,0
08/09/2001,41250.0,42320.0,41250.0,42320.0,52,36
08/10/2001,42550.0,42550.0,41600.0,41600.0,52,4
08/13/2001,41200.0,41620.0,41200.0,41620.0,6,1
08/14/2001,42170.0,42170.0,42170.0,42170.0,0,0
08/15/2001,41690.0,41690.0,41690.0,41690.0,0,0
08/16/2001,42120.0,42120.0,42120.0,42120.0,0,0
08/17/2001,42790.0,42790.0,42790.0,42790.0,0,0
08/20/2001,41670.0,41670.0,41670.0,41670.0,0,0
08/21/2001,42070.0,42070.0,42070.0,42070.0,0,0
08/22/2001,42500.0,42500.0,42220.0,42220.0,2,0
08/23/2001,42340.0,42340.0,42340.0,42340.0,0,0
08/24/2001,41990.0,41990.0,41990.0,41990.0,0,0
08/27/2001,42110.0,42110.0,42110.0,42110.0,0,0
08/28/2001,41960.0,41960.0,41960.0,41960.0,0,0
08/29/2001,41980.0,41980.0,41980.0,41980.0,0,0
08/30/2001,41500.0,41710.0,41500.0,41710.0,0,0
08/31/2001,41770.0,41770.0,41770.0,41770.0,0,0
09/04/2001,41570.0,41570.0,41570.0,41570.0,0,0
09/05/2001,41640.0,41640.0,41640.0,41640.0,0,0
09/06/2001,41590.0,41590.0,41590.0,41590.0,0,0
09/07/2001,41550.0,41550.0,41550.0,41550.0,0,0
09/10/2001,41650.0,41650.0,41650.0,41650.0,0,4
09/11/2001,41650.0,41650.0,41650.0,41650.0,0,4
09/14/2001,43020.0,43020.0,43020.0,43020.0,0,0
09/17/2001,43850.0,43850.0,43850.0,43850.0,0,0
09/18/2001,44450.0,44450.0,44450.0,44450.0,0,0
09/19/2001,47170.0,47170.0,47170.0,47170.0,0,0
09/20/2001,45070.0,45070.0,45070.0,45070.0,0,0
09/21/2001,45890.0,45890.0,45890.0,45890.0,0,0
09/24/2001,45670.0,45670.0,45670.0,45670.0,0,0
09/25/2001,45190.0,45190.0,45190.0,45190.0,0,0
09/26/2001,45870.0,45870.0,45870.0,45870.0,0,0
09/27/2001,45900.0,45900.0,45800.0,45800.0,4,763
09/28/2001,46470.0,46470.0,46470.0,46470.0,1,2
10/01/2001,46390.0,46390.0,46390.0,46390.0,0,0
10/02/2001,46220.0,46220.0,46220.0,46220.0,0,0
10/03/2001,46070.0,46070.0,46070.0,46070.0,0,0
10/04/2001,46370.0,46370.0,46370.0,46370.0,0,2
10/05/2001,46700.0,46700.0,46650.0,46650.0,30,20
10/08/2001,46500.0,46500.0,46500.0,46500.0,1,6
10/09/2001,45300.0,45300.0,45300.0,45300.0,1,6
10/10/2001,44600.0,44600.0,44180.0,44180.0,20,10
10/11/2001,44030.0,44030.0,44030.0,44030.0,0,10
10/12/2001,44480.0,44480.0,44480.0,44480.0,0,10
10/15/2001,43710.0,43710.0,43710.0,43710.0,0,0
10/16/2001,43230.0,43230.0,43230.0,43230.0,0,0
10/17/2001,43480.0,43480.0,43480.0,43480.0,0,0
10/18/2001,42900.0,42900.0,42430.0,42430.0,5,5
10/19/2001,42580.0,42580.0,42580.0,42580.0,4,5
10/22/2001,41500.0,42200.0,41500.0,42200.0,7,3
10/23/2001,42200.0,42280.0,42200.0,42280.0,1,3
10/24/2001,42030.0,42030.0,42030.0,42030.0,3,3
10/25/2001,42080.0,42080.0,42080.0,42080.0,2,3
10/26/2001,42030.0,42030.0,42030.0,42030.0,36,0
10/29/2001,42310.0,42310.0,42310.0,42310.0,0,0
